    [adaptive_l2/L9] step  61500/122070 | loss=559.2 | L0=80 | FVE=0.7501 | dead=0.320 | a=0.2331 | 251.9M tok | ETA 4.7h
    [adaptive_l2/L9] step  62000/122070 | loss=563.4 | L0=80 | FVE=0.7497 | dead=0.319 | a=0.2350 | 254.0M tok | ETA 4.7h
    [adaptive_l2/L9] step  62500/122070 | loss=553.6 | L0=80 | FVE=0.7532 | dead=0.319 | a=0.2365 | 256.0M tok | ETA 4.6h
    [adaptive_l2/L9] step  63000/122070 | loss=577.5 | L0=80 | FVE=0.7471 | dead=0.317 | a=0.2383 | 258.0M tok | ETA 4.6h
    [adaptive_l2/L9] step  63500/122070 | loss=557.6 | L0=80 | FVE=0.7542 | dead=0.319 | a=0.2400 | 260.1M tok | ETA 4.5h
    [adaptive_l2/L9] step  64000/122070 | loss=570.0 | L0=80 | FVE=0.7498 | dead=0.318 | a=0.2419 | 262.1M tok | ETA 4.5h
    [adaptive_l2/L9] step  64500/122070 | loss=565.8 | L0=80 | FVE=0.7500 | dead=0.317 | a=0.2433 | 264.2M tok | ETA 4.5h
    [adaptive_l2/L9] step  65000/122070 | loss=553.7 | L0=80 | FVE=0.7532 | dead=0.317 | a=0.2452 | 266.2M tok | ETA 4.4h
    [adaptive_l2/L9] step  65500/122070 | loss=559.9 | L0=80 | FVE=0.7534 | dead=0.316 | a=0.2470 | 268.3M tok | ETA 4.4h
    [adaptive_l2/L9] step  66000/122070 | loss=551.5 | L0=80 | FVE=0.7539 | dead=0.318 | a=0.2485 | 270.3M tok | ETA 4.3h
    [adaptive_l2/L9] step  66500/122070 | loss=563.7 | L0=80 | FVE=0.7498 | dead=0.320 | a=0.2497 | 272.4M tok | ETA 4.3h
    [adaptive_l2/L9] step  67000/122070 | loss=565.5 | L0=80 | FVE=0.7484 | dead=0.317 | a=0.2513 | 274.4M tok | ETA 4.3h
    [adaptive_l2/L9] step  67500/122070 | loss=563.6 | L0=80 | FVE=0.7504 | dead=0.317 | a=0.2528 | 276.5M tok | ETA 4.2h
    [adaptive_l2/L9] step  68000/122070 | loss=559.5 | L0=80 | FVE=0.7491 | dead=0.316 | a=0.2541 | 278.5M tok | ETA 4.2h
    [adaptive_l2/L9] step  68500/122070 | loss=559.9 | L0=80 | FVE=0.7538 | dead=0.318 | a=0.2558 | 280.6M tok | ETA 4.2h
